종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
043290,케이맥,"11,450","-350","2.97","11,550","11,450","43,673","498,921,050","11,650","11,800","11,200","500",원(KRW),"7,141,531","81,770,529,950",
317030,케이비17호스팩,"2,040","-5","0.24","2,040","2,035","57,120","116,373,190","2,045","2,050","2,035","100",원(KRW),"5,461,000","11,140,440,000",
323940,케이비제18호스팩,"2,030","-5","0.25","2,030","2,020","2,749","5,570,620","2,020","2,035","2,020","100",원(KRW),"7,822,000","15,878,660,000",
330990,케이비제19호스팩,"2,045","0","0.00","2,045","2,040","3,751","7,652,070","2,050","2,050","2,040","100",원(KRW),"4,301,000","8,795,545,000",
342550,케이비제20호스팩,"2,005","-5","0.25","2,010","2,005","49,792","100,001,955","2,010","2,010","2,005","100",원(KRW),"6,501,000","13,034,505,000",
192250,케이사인,"1,365","30","2.25","1,365","1,360","1,486,617","1,980,213,550","1,335","1,365","1,290","100",원(KRW),"64,671,257","88,276,265,805",
115500,케이씨에스,"3,990","-30","0.75","3,990","3,985","35,810","141,295,925","4,030","4,030","3,925","500",원(KRW),"12,000,000","47,880,000,000",
089150,케이씨티,"2,285","10","0.44","2,285","2,270","55,460","125,506,135","2,270","2,300","2,230","500",원(KRW),"17,150,000","39,187,750,000",
025880,케이씨피드,"2,425","-30","1.22","2,425","2,420","74,376","179,016,465","2,460","2,500","2,350","500",원(KRW),"16,715,858","40,535,955,650",
093320,케이아이엔엑스,"48,650","950","1.99","48,650","48,600","65,133","3,166,632,700","47,700","49,550","47,300","500",원(KRW),"4,880,000","237,412,000,000",
060900,케이알피앤이,"963","-25","2.53","965","963","405,388","394,886,107","984","997","959","100",원(KRW),"123,232,111","118,672,522,893",
073010,케이에스피,"1,995","5","0.25","2,000","1,995","43,000","84,633,405","1,990","2,020","1,930","500",원(KRW),"36,192,257","72,203,552,715",
105330,케이엔더블유,"4,560","105","2.36","4,560","4,500","2,536","11,457,965","4,455","4,600","4,455","500",원(KRW),"5,661,347","25,815,742,320",
272110,케이엔제이,"9,430","180","1.95","9,430","9,380","21,776","204,816,530","9,300","9,480","9,260","500",원(KRW),"6,285,432","59,271,623,760",
039420,케이엘넷,"2,430","-30","1.22","2,450","2,430","266,920","653,707,175","2,450","2,510","2,410","500",원(KRW),"24,154,730","58,695,993,900",
083550,케이엠,"13,500","3,100","29.81","0","13,500","11,891,774","146,325,458,500","10,150","13,500","10,100","500",원(KRW),"10,142,170","136,919,295,000",
032500,케이엠더블유,"55,800","-400","0.71","55,900","55,800","817,105","45,627,215,700","56,700","57,500","54,900","500",원(KRW),"39,820,883","2,222,005,271,400",
225430,케이엠제약,"3,690","540","17.14","3,695","3,690","22,667,249","80,983,647,325","3,100","3,850","3,090","100",원(KRW),"21,387,050","78,918,214,500",
064820,케이프,"3,185","70","2.25","3,185","3,180","681,140","2,123,784,375","3,090","3,195","3,030","500",원(KRW),"26,960,747","85,869,979,195",
256940,케이피에스,"29,700","100","0.34","29,700","29,600","201,994","5,928,724,650","29,600","30,200","28,250","500",원(KRW),"4,285,630","127,283,211,000",
024880,케이피에프,"4,170","-40","0.95","4,175","4,170","51,694","214,173,600","4,245","4,245","4,110","500",원(KRW),"17,449,357","72,763,818,690",
042040,케이피엠테크,"977","46","4.94","977","976","3,891,806","3,758,021,064","931","998","929","100",원(KRW),"96,002,359","93,794,304,743",
054410,케이피티유,"4,630","-95","2.01","4,640","4,630","2,818","13,035,620","4,725","4,725","4,545","500",원(KRW),"5,060,000","23,427,800,000",
217600,켐온,"1,405","15","1.08","1,405","1,400","473,551","653,518,255","1,395","1,405","1,360","100",원(KRW),"63,861,340","89,725,182,700",
089010,켐트로닉스,"18,400","550","3.08","18,450","18,400","809,067","14,700,791,850","18,000","18,750","17,400","500",원(KRW),"14,572,295","268,130,228,000",
220260,켐트로스,"3,260","-70","2.10","3,265","3,260","595,331","1,944,302,905","3,330","3,375","3,175","100",원(KRW),"26,323,057","85,813,165,820",
052400,코나아이,"17,700","250","1.43","17,750","17,700","308,933","5,453,632,750","17,450","17,850","17,200","500",원(KRW),"15,559,118","275,396,388,600",
033110,코너스톤네트웍스,"846","1","0.12","846","845","1,010,091","854,629,679","845","872","815","500",원(KRW),"125,172,391","105,895,842,786",
094860,코닉글로리,"1,210","-40","3.20","1,220","1,210","164,892","202,327,930","1,255","1,270","1,210","100",원(KRW),"50,642,595","61,277,539,950",
046070,코다코,"2,195","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"39,064,256","85,746,041,920",
047770,코데즈컴바인,"2,605","-30","1.14","2,620","2,605","57,273","149,226,700","2,635","2,655","2,570","500",원(KRW),"37,842,602","98,579,978,210",
078940,코드네이처,"2,980","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"30,151,608","89,851,791,840",
080530,코디,"3,590","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"15,226,867","54,664,452,530",
224060,코디엠,"370","-3","0.80","370","369","955,105","350,532,181","368","383","361","100",원(KRW),"146,136,795","54,070,614,150",
078650,코렌,"1,745","-60","3.32","1,750","1,745","785,603","1,379,097,670","1,805","1,805","1,710","500",원(KRW),"43,920,657","76,641,546,465",
104540,코렌텍,"5,630","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"10,587,341","59,606,729,830",
027050,코리아나,"5,000","-180","3.47","5,010","5,000","826,616","4,165,857,575","5,160","5,220","4,960","500",원(KRW),"40,000,000","200,000,000,000",
290510,코리아센터,"16,700","550","3.41","16,700","16,650","143,779","2,337,549,650","16,300","16,700","15,800","100",원(KRW),"24,031,048","401,318,501,600",
190650,코리아에셋투자증권,"8,790","-10","0.11","8,790","8,750","17,481","152,128,710","8,760","9,030","8,290","5,000",원(KRW),"6,388,000","56,150,520,000",
101670,코리아에스이,"1,510","15","1.00","1,525","1,510","74,327","110,963,720","1,495","1,535","1,460","200",원(KRW),"18,900,000","28,539,000,000",
123410,코리아에프티,"3,055","20","0.66","3,055","3,050","384,321","1,160,321,495","3,055","3,090","2,945","100",원(KRW),"27,841,064","85,054,450,520",
036690,코맥스,"3,920","20","0.51","3,925","3,920","18,302","71,180,225","3,890","3,940","3,860","500",원(KRW),"14,561,333","57,080,425,360",
049430,코메론,"8,050","-70","0.86","8,050","8,010","8,065","64,843,640","8,020","8,110","7,980","500",원(KRW),"9,048,000","72,836,400,000",
183300,코미코,"31,050","-150","0.48","31,200","31,050","55,844","1,752,113,700","31,400","31,950","30,850","500",원(KRW),"8,775,000","272,463,750,000",
041960,코미팜,"13,250","150","1.15","13,250","13,200","199,592","2,624,173,100","13,200","13,300","12,900","100",원(KRW),"63,924,375","846,997,968,750",
089890,코세스,"7,800","-130","1.64","7,810","7,800","190,562","1,474,086,020","7,930","8,040","7,600","500",원(KRW),"16,851,962","131,445,303,600",
009730,코센,"966","-24","2.42","968","966","1,261,366","1,230,767,403","983","990","930","500",원(KRW),"73,157,057","70,669,717,062",
222040,코스맥스엔비티,"6,390","-110","1.69","6,400","6,390","98,545","632,076,800","6,530","6,570","6,330","500",원(KRW),"20,628,000","131,812,920,000",
241710,코스메카코리아,"11,450","-350","2.97","11,550","11,450","53,863","623,453,200","11,900","11,950","11,400","500",원(KRW),"10,680,000","122,286,000,000",
069110,코스온,"6,420","20","0.31","6,420","6,410","39,150","248,914,780","6,460","6,470","6,200","500",원(KRW),"18,697,161","120,035,773,620",
204990,코썬바이오,"1,225","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"31,942,923","39,130,080,675",
166480,코아스템,"12,250","0","0.00","12,250","12,200","638,914","7,746,897,400","12,250","13,350","11,500","500",원(KRW),"15,717,440","192,538,640,000",
045970,코아시아,"8,700","700","8.75","8,700","8,660","458,398","3,877,077,470","8,000","8,790","7,970","500",원(KRW),"25,297,761","220,090,520,700",
029960,코엔텍,"9,530","40","0.42","9,530","9,510","304,672","2,917,441,700","9,530","9,790","9,300","500",원(KRW),"50,000,000","476,500,000,000",
102940,코오롱생명과학,"19,000","1,800","10.47","19,000","18,950","1,101,608","21,119,183,700","17,600","20,150","17,450","500",원(KRW),"11,412,356","216,834,764,000",
950160,코오롱티슈진,"8,010","0","0.00","0","0","0","0","0","0","0","0",미국달러(USD),"61,117,550","489,551,575,500",
033290,코웰패션,"5,450","50","0.93","5,450","5,440","290,592","1,574,902,230","5,440","5,500","5,320","500",원(KRW),"90,500,234","493,226,275,300",
056360,코위버,"11,050","250","2.31","11,100","11,050","640,608","7,129,952,050","10,950","11,450","10,700","500",원(KRW),"9,796,800","108,254,640,000",
282880,코윈테크,"30,000","550","1.87","30,050","30,000","558,461","16,780,604,200","30,400","30,500","29,200","500",원(KRW),"9,117,647","273,529,410,000",
121850,코이즈,"1,345","5","0.37","1,345","1,335","66,179","88,123,145","1,340","1,350","1,305","500",원(KRW),"15,411,517","20,728,490,365",
015710,코콤,"6,450","-60","0.92","6,450","6,440","35,654","229,372,940","6,520","6,540","6,320","500",원(KRW),"17,530,500","113,071,725,000",
052330,코텍,"11,550","-200","1.70","11,600","11,550","42,298","488,355,050","11,800","11,800","11,350","500",원(KRW),"15,574,552","179,886,075,600",
126600,코프라,"3,660","-65","1.74","3,665","3,660","107,825","395,090,410","3,730","3,730","3,615","500",원(KRW),"21,115,634","77,283,220,440",
200130,콜마비앤에이치,"27,350","150","0.55","27,350","27,300","41,082","1,119,561,550","27,200","27,650","27,000","500",원(KRW),"29,543,558","808,016,311,300",
060280,큐렉소,"5,180","80","1.57","5,180","5,170","62,226","315,547,565","5,120","5,190","4,990","500",원(KRW),"33,357,253","172,790,570,540",
040350,큐로컴,"2,780","30","1.09","2,780","2,775","514,530","1,417,192,535","2,755","2,830","2,685","500",원(KRW),"109,659,681","304,853,913,180",
051780,큐로홀딩스,"1,110","15","1.37","1,125","1,110","611,672","674,989,065","1,095","1,130","1,075","500",원(KRW),"79,353,425","88,082,301,750",
115180,큐리언트,"21,300","-50","0.23","21,300","21,250","24,811","526,207,650","21,150","21,650","20,850","500",원(KRW),"8,625,566","183,724,555,800",
043090,큐브앤컴퍼니,"2,405","-75","3.02","2,410","2,405","91,460","220,818,975","2,485","2,485","2,390","500",원(KRW),"30,485,053","73,316,552,465",
182360,큐브엔터,"3,835","-115","2.91","3,835","3,830","287,471","1,113,795,005","3,930","4,000","3,805","100",원(KRW),"26,573,767","101,910,396,445",
066310,큐에스아이,"21,850","-700","3.10","21,900","21,850","160,894","3,527,004,700","22,600","22,850","21,350","500",원(KRW),"8,278,230","180,879,325,500",
016600,큐캐피탈,"821","-73","8.17","821","820","20,732,284","17,822,170,380","914","935","816","500",원(KRW),"139,998,322","114,938,622,362",
043590,크로바하이텍,"1,490","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"23,300,000","34,717,000,000",
114120,크루셜텍,"919","-12","1.29","920","919","275,331","252,698,563","922","940","908","1,000",원(KRW),"65,767,892","60,440,692,748",
110790,크리스에프앤씨,"16,650","-200","1.19","16,800","16,650","1,707","28,578,900","16,850","16,850","16,650","1,000",원(KRW),"11,715,480","195,062,742,000",
083790,크리스탈,"12,350","0","0.00","12,400","12,350","355,310","4,387,881,900","12,400","12,500","12,200","500",원(KRW),"41,640,018","514,254,222,300",
900250,크리스탈신소재,"1,650","-15","0.90","1,660","1,650","643,216","1,061,908,130","1,670","1,685","1,620","0.5",미국달러(USD),"67,783,852","111,843,355,800",
045520,크린앤사이언스,"30,100","900","3.08","30,150","30,100","761,314","22,910,234,850","29,150","30,950","28,900","500",원(KRW),"6,500,000","195,650,000,000",
214150,클래시스,"13,150","-500","3.66","13,150","13,100","425,581","5,627,787,650","13,800","13,850","12,950","100",원(KRW),"64,709,168","850,925,559,200",
237880,클리오,"26,050","-550","2.07","26,100","26,050","55,725","1,454,633,650","26,900","26,900","25,600","500",원(KRW),"16,967,895","442,013,664,750",
139670,키네마스터,"8,870","620","7.52","8,880","8,870","319,771","2,717,930,120","8,180","8,910","8,000","500",원(KRW),"7,016,911","62,240,000,570",
311270,키움제5호스팩,"2,050","0","0.00","2,050","2,045","51,484","105,541,240","2,050","2,070","2,045","100",원(KRW),"3,600,000","7,380,000,000",
054780,키이스트,"3,845","25","0.65","3,850","3,845","19,488,526","75,296,195,385","3,915","3,990","3,670","100",원(KRW),"85,356,831","328,197,015,195",
219130,타이거일렉,"7,030","290","4.30","7,030","6,980","112,608","775,270,410","6,740","7,040","6,560","500",원(KRW),"6,314,290","44,389,458,700",
065130,탑엔지니어링,"13,300","1,100","9.02","13,300","13,250","1,497,678","19,161,080,500","12,300","13,400","12,150","500",원(KRW),"15,976,257","212,484,218,100",
023160,태광,"9,290","-120","1.28","9,300","9,290","103,381","959,029,770","9,400","9,530","9,190","500",원(KRW),"26,500,000","246,185,000,000",
053620,태양,"7,950","-40","0.50","8,020","7,950","7,248","57,671,470","8,030","8,040","7,900","500",원(KRW),"8,600,000","68,370,000,000",
044490,태웅,"7,340","-30","0.41","7,340","7,330","29,333","215,062,870","7,330","7,390","7,280","500",원(KRW),"20,007,381","146,854,176,540",
124560,태웅로직스,"5,800","-100","1.69","5,810","5,800","2,267,270","13,509,825,500","5,950","6,120","5,800","100",원(KRW),"17,650,000","102,370,000,000",
191420,테고사이언스,"20,200","-200","0.98","20,250","20,200","22,276","449,395,700","20,500","20,950","20,000","500",원(KRW),"8,085,634","163,329,806,800",
182690,테라셈,"2,045","85","4.34","2,065","2,045","726,733","1,492,734,265","1,970","2,215","1,865","500",원(KRW),"21,163,148","43,278,637,660",
066700,테라젠이텍스,"8,150","70","0.87","8,160","8,150","127,702","1,030,279,820","8,120","8,180","7,930","500",원(KRW),"31,029,957","252,894,149,550",
095610,테스,"26,100","700","2.76","26,100","26,050","371,556","9,583,368,200","25,500","26,250","25,100","500",원(KRW),"19,768,226","515,950,698,600",
131970,테스나,"73,100","3,800","5.48","73,100","73,000","232,138","16,553,932,900","70,200","73,300","69,000","500",원(KRW),"6,850,000","500,735,000,000",
089030,테크윙,"17,050","300","1.79","17,100","17,050","656,434","11,199,808,400","16,900","17,400","16,900","500",원(KRW),"19,318,786","329,385,301,300",
054450,텔레칩스,"10,350","-50","0.48","10,350","10,300","230,834","2,386,885,500","10,500","10,550","10,150","500",원(KRW),"13,505,911","139,786,178,850",
091440,텔레필드,"4,330","-20","0.46","4,340","4,330","106,646","459,490,405","4,350","4,435","4,160","500",원(KRW),"9,097,047","39,390,213,510",
200230,텔콘RF제약,"4,980","0","0.00","4,985","4,980","2,219,573","11,200,475,835","4,925","5,270","4,925","100",원(KRW),"85,277,028","424,679,599,440",
215480,토박스코리아,"1,325","-25","1.85","1,330","1,325","1,248,162","1,669,051,365","1,345","1,365","1,305","100",원(KRW),"40,924,427","54,224,865,775",
051360,토비스,"8,740","150","1.75","8,740","8,730","192,087","1,678,735,290","8,590","8,850","8,400","500",원(KRW),"16,717,058","146,107,086,920",
045340,토탈소프트,"3,160","15","0.48","3,160","3,145","13,901","43,466,565","3,140","3,160","3,095","500",원(KRW),"8,558,040","27,043,406,400",
108230,톱텍,"12,300","400","3.36","12,350","12,300","1,264,999","15,317,184,150","12,000","12,450","11,650","500",원(KRW),"36,796,254","452,593,924,200",
079970,투비소프트,"1,770","0","0.00","1,770","1,765","367,030","656,711,760","1,770","1,880","1,720","500",원(KRW),"26,702,985","47,264,283,450",
105550,트루윈,"5,050","-100","1.94","5,050","5,040","59,007","296,169,865","5,150","5,170","4,900","500",원(KRW),"11,971,061","60,453,858,050",
026150,특수건설,"6,190","170","2.82","6,200","6,190","2,914,475","18,489,399,670","6,050","6,650","5,900","500",원(KRW),"15,205,118","94,119,680,420",
322180,티라유텍,"14,100","-450","3.09","14,150","14,100","31,444","446,501,800","14,550","14,600","13,950","100",원(KRW),"5,433,750","76,615,875,000",
117730,티로보틱스,"10,050","60","0.60","10,100","10,050","40,896","408,157,540","10,150","10,150","9,830","500",원(KRW),"5,579,429","56,073,261,450",
033830,티비씨,"1,225","-50","3.92","1,225","1,220","1,636,952","2,027,821,630","1,275","1,290","1,220","500",원(KRW),"100,000,000","122,500,000,000",
064760,티씨케이,"73,900","800","1.09","74,000","73,700","43,534","3,180,104,100","73,200","74,100","71,500","500",원(KRW),"11,675,000","862,782,500,000",
246710,티앤알바이오팹,"11,350","300","2.71","11,350","11,300","242,499","2,694,794,750","11,050","11,450","10,700","500",원(KRW),"8,348,290","94,753,091,500",
131290,티에스이,"15,150","650","4.48","15,150","15,100","141,746","2,095,061,650","14,450","15,200","14,150","500",원(KRW),"11,061,429","167,580,649,350",
062860,티엘아이,"4,855","-5","0.10","4,860","4,855","17,541","84,388,800","4,860","4,900","4,760","500",원(KRW),"9,872,720","47,932,055,600",
321550,티움바이오,"12,550","200","1.62","12,600","12,550","281,895","3,502,363,600","12,350","12,700","12,150","500",원(KRW),"23,459,826","294,420,816,300",
104480,티케이케미칼,"2,435","-25","1.02","2,435","2,430","1,036,497","2,508,530,765","2,480","2,485","2,385","500",원(KRW),"90,895,434","221,330,381,790",
081150,티플랙스,"2,295","-30","1.29","2,305","2,295","173,242","398,788,400","2,325","2,340","2,275","500",원(KRW),"24,268,402","55,695,982,590",
130740,티피씨글로벌,"2,500","0","0.00","2,500","2,480","30,654","76,257,140","2,500","2,525","2,470","500",원(KRW),"10,324,479","25,811,197,500",
084730,팅크웨어,"7,430","20","0.27","7,430","7,390","14,064","103,830,480","7,410","7,480","7,330","500",원(KRW),"10,425,682","77,462,817,260",
046210,파나진,"1,940","55","2.92","1,940","1,935","111,304","215,460,945","1,900","2,035","1,870","500",원(KRW),"32,136,660","62,345,120,400",
034230,파라다이스,"19,050","-150","0.78","19,050","19,000","731,178","13,961,343,200","19,250","19,500","18,850","500",원(KRW),"90,942,672","1,732,457,901,600",
033540,파라텍,"4,480","-20","0.44","4,480","4,455","38,892","173,508,830","4,500","4,510","4,440","500",원(KRW),"16,983,690","76,086,931,200",
043200,파루,"3,610","705","24.27","3,615","3,610","47,434,239","159,934,813,435","2,870","3,680","2,805","500",원(KRW),"38,501,857","138,991,703,770",
214450,파마리서치프로덕트,"45,000","1,150","2.62","45,000","44,900","328,728","14,877,089,650","44,900","46,100","44,350","500",원(KRW),"9,554,788","429,965,460,000",
208340,파멥신,"31,650","100","0.32","31,700","31,650","38,202","1,201,373,650","31,600","31,900","30,950","500",원(KRW),"6,910,809","218,727,104,850",
177830,파버나인,"4,365","-95","2.13","4,365","4,350","114,133","497,854,415","4,460","4,485","4,220","500",원(KRW),"11,257,058","49,137,058,170",
037070,파세코,"9,710","180","1.89","9,720","9,710","140,800","1,348,504,940","9,530","9,740","9,360","500",원(KRW),"14,000,000","135,940,000,000",
150900,파수닷컴,"3,985","15","0.38","3,995","3,985","38,548","153,356,045","3,970","4,020","3,935","500",원(KRW),"9,607,216","38,284,755,760",
037030,파워넷,"4,565","-5","0.11","4,570","4,565","2,134,542","10,159,678,480","4,575","5,000","4,515","1,000",원(KRW),"12,009,614","54,823,887,910",
047310,파워로직스,"10,100","-50","0.49","10,150","10,100","977,423","9,792,297,170","10,250","10,300","9,820","500",원(KRW),"34,420,982","347,651,918,200",
170790,파이오링크,"9,760","-100","1.01","9,770","9,760","22,156","214,823,230","9,900","9,900","9,530","500",원(KRW),"6,856,330","66,917,780,800",
123260,파인넥스,"701","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"24,015,495","16,834,861,995",
049120,파인디앤씨,"2,115","-60","2.76","2,120","2,115","333,487","710,171,260","2,180","2,185","2,090","500",원(KRW),"26,359,944","55,751,281,560",
038950,파인디지털,"3,790","-25","0.66","3,790","3,775","6,877","25,891,690","3,805","3,815","3,660","500",원(KRW),"10,210,765","38,698,799,350",
106240,파인테크닉스,"4,060","0","0.00","4,060","4,055","970,664","3,858,097,435","4,060","4,120","3,885","500",원(KRW),"42,843,380","173,944,122,800",
131760,파인텍,"2,140","-25","1.15","2,145","2,140","1,582,485","3,354,446,500","2,180","2,185","2,070","500",원(KRW),"42,924,063","91,857,494,820",
065690,파커스,"2,650","0","0.00","2,675","2,650","33,590","91,372,595","2,650","2,820","2,635","500",원(KRW),"13,963,509","37,003,298,850",
140860,파크시스템스,"43,850","1,600","3.79","43,850","43,650","11,294","488,780,300","42,500","43,900","42,100","500",원(KRW),"6,665,055","292,262,661,750",
091700,파트론,"11,550","-200","1.70","11,600","11,550","1,493,451","17,184,765,700","11,850","11,900","11,200","500",원(KRW),"54,156,410","625,506,535,500",
194510,파티게임즈,"536","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"24,488,350","13,125,755,600",
038160,팍스넷,"3,370","-65","1.89","3,370","3,355","322,306","1,078,148,565","3,400","3,460","3,290","500",원(KRW),"12,240,376","41,250,067,120",
032800,판타지오,"763","3","0.39","763","762","847,159","646,178,380","760","788","740","500",원(KRW),"72,703,943","55,473,108,509",
318010,팜스빌,"14,150","50","0.35","14,200","14,150","257,593","3,563,987,900","14,200","14,450","13,200","500",원(KRW),"7,929,338","112,200,132,700",
027710,팜스토리,"1,065","-10","0.93","1,070","1,065","237,103","252,535,860","1,070","1,080","1,055","500",원(KRW),"111,416,600","118,658,679,000",
225590,패션플랫폼,"1,355","-25","1.81","1,355","1,350","198,879","269,191,420","1,390","1,390","1,330","100",원(KRW),"26,636,713","36,092,746,115",
054300,팬스타엔터프라이즈,"976","-5","0.51","979","976","573,976","559,924,805","981","991","960","500",원(KRW),"52,317,968","51,062,336,768",
068050,팬엔터테인먼트,"4,665","25","0.54","4,665","4,660","101,001","461,239,760","4,640","4,725","4,480","500",원(KRW),"13,742,997","64,111,081,005",
222110,팬젠,"7,940","90","1.15","7,940","7,930","13,643","106,868,830","7,850","7,940","7,680","500",원(KRW),"9,641,781","76,555,741,140",
263750,펄어비스,"184,000","4,600","2.56","184,000","183,900","85,496","15,604,330,250","180,100","184,300","179,000","500",원(KRW),"13,023,000","2,396,232,000,000",
251970,펌텍코리아,"16,150","-150","0.92","16,200","16,150","33,814","546,494,200","16,450","16,450","16,050","500",원(KRW),"12,400,000","200,260,000,000",
087010,펩트론,"14,200","1,400","10.94","14,200","14,150","475,201","6,469,718,300","12,900","14,550","12,500","500",원(KRW),"15,326,500","217,636,300,000",
043370,평화정공,"8,410","-40","0.47","8,410","8,390","50,427","424,339,600","8,590","8,630","8,260","500",원(KRW),"21,000,000","176,610,000,000",
119500,포메탈,"2,925","-20","0.68","2,925","2,920","90,110","261,997,505","2,945","2,960","2,885","500",원(KRW),"11,847,232","34,653,153,600",
016670,포비스티앤씨,"1,615","50","3.19","1,615","1,610","1,422,069","2,287,255,940","1,560","1,635","1,560","500",원(KRW),"40,078,058","64,726,063,670",
056730,포스링크,"1,460","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"46,163,868","67,399,247,280",
022100,포스코 ICT,"4,970","10","0.20","4,975","4,970","349,401","1,733,440,845","4,960","5,010","4,935","500",원(KRW),"152,034,729","755,612,603,130",
009520,포스코엠텍,"4,340","-55","1.25","4,340","4,330","189,735","821,249,920","4,395","4,415","4,270","500",원(KRW),"41,642,703","180,729,331,020",
189690,포시에스,"6,800","-120","1.73","6,820","6,800","77,592","525,878,360","6,830","6,870","6,690","500",원(KRW),"7,880,323","53,586,196,400",
256630,포인트엔지니어링,"3,495","230","7.04","3,495","3,490","2,706,375","9,385,506,360","3,270","3,790","3,060","100",원(KRW),"56,217,937","196,481,689,815",
141020,포티스,"292","-11","3.63","292","291","9,659,835","2,803,373,775","303","307","276","500",원(KRW),"99,103,700","28,938,280,400",
290720,푸드나무,"16,800","600","3.70","16,800","16,750","67,826","1,123,918,200","16,450","16,800","16,200","500",원(KRW),"6,806,034","114,341,371,200",
005670,푸드웰,"5,880","-10","0.17","5,890","5,850","14,898","87,017,430","5,890","5,920","5,790","500",원(KRW),"10,000,000","58,800,000,000",
094940,푸른기술,"14,100","-200","1.40","14,150","14,100","116,794","1,647,586,550","14,350","14,500","13,850","500",원(KRW),"6,574,202","92,696,248,200",
007330,푸른저축은행,"7,650","20","0.26","7,650","7,640","2,275","17,379,720","7,610","7,680","7,610","1,000",원(KRW),"15,082,800","115,383,420,000",
093380,풍강,"3,470","-50","1.42","3,475","3,470","1,848,093","6,365,945,210","3,560","3,580","3,345","500",원(KRW),"9,879,313","34,281,216,110",
023900,풍국주정,"17,000","150","0.89","17,000","16,950","95,722","1,632,391,850","17,050","17,300","16,700","500",원(KRW),"12,600,000","214,200,000,000",
195440,퓨전,"5,080","1,170","29.92","0","5,080","308,363","1,557,626,400","5,000","5,080","4,990","500",원(KRW),"4,135,992","21,010,839,360",
214270,퓨쳐스트림네트웍스,"1,215","0","0.00","1,220","1,215","7,279,101","9,114,331,705","1,200","1,320","1,170","100",원(KRW),"97,181,058","118,074,985,470",
220100,퓨쳐켐,"15,050","-200","1.31","15,200","15,050","7,059","106,983,000","15,250","15,300","15,000","500",원(KRW),"5,749,139","86,524,541,950",
035200,프럼파스트,"3,355","-20","0.59","3,355","3,325","56,967","190,189,235","3,375","3,390","3,280","500",원(KRW),"9,730,590","32,646,129,450",
203690,프로스테믹스,"3,260","60","1.88","3,265","3,260","142,610","462,579,760","3,210","3,285","3,205","100",원(KRW),"45,700,634","148,984,066,840",
053610,프로텍,"18,750","0","0.00","18,750","18,700","152,157","2,811,665,150","18,950","19,050","18,050","500",원(KRW),"11,000,000","206,250,000,000",
053160,프리엠스,"5,650","60","1.07","5,650","5,630","5,588","31,534,630","5,580","5,680","5,580","500",원(KRW),"6,000,000","33,900,000,000",
075130,플랜티넷,"4,540","-20","0.44","4,540","4,535","12,463","56,443,005","4,580","4,585","4,480","500",원(KRW),"8,960,000","40,678,400,000",
023770,플레이위드,"15,000","-450","2.91","15,000","14,950","53,916","805,466,600","15,450","15,600","14,550","500",원(KRW),"4,263,337","63,950,055,000",
300080,플리토,"15,200","-300","1.94","15,300","15,200","72,406","1,100,468,200","15,500","15,600","15,000","500",원(KRW),"5,183,811","78,793,927,200",
032580,피델릭스,"1,540","-10","0.65","1,540","1,525","74,371","112,618,700","1,540","1,550","1,500","500",원(KRW),"26,299,866","40,501,793,640",
051380,피씨디렉트,"13,500","-500","3.57","13,500","13,450","945,492","12,540,245,750","13,150","13,750","12,650","500",원(KRW),"7,668,536","103,525,236,000",
241820,피씨엘,"8,410","360","4.47","8,450","8,410","457,361","3,822,660,630","7,970","8,550","7,960","500",원(KRW),"9,528,497","80,134,659,770",
237750,피앤씨테크,"5,760","-40","0.69","5,760","5,750","5,358","30,657,020","5,780","5,800","5,670","500",원(KRW),"6,496,600","37,420,416,000",
131390,피앤이솔루션,"16,000","200","1.27","16,100","16,000","371,746","5,920,736,900","16,150","16,250","15,400","500",원(KRW),"14,280,000","228,480,000,000",
054340,피앤텔,"6,680","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"4,031,039","26,927,340,520",
024850,피에스엠씨,"998","-1","0.10","1,010","998","35,664","35,687,981","1,010","1,025","984","500",원(KRW),"40,016,523","39,936,489,954",
319660,피에스케이,"27,150","50","0.18","27,200","27,150","208,409","5,604,809,000","27,600","27,600","26,400","500",원(KRW),"14,765,020","400,870,293,000",
031980,피에스케이홀딩스,"9,110","110","1.22","9,110","9,100","33,726","300,033,420","9,010","9,110","8,740","500",원(KRW),"5,566,584","50,711,580,240",
002230,피에스텍,"3,960","-15","0.38","3,965","3,960","78,844","310,838,345","3,970","3,980","3,900","500",원(KRW),"19,669,243","77,890,202,280",
137400,피엔티,"11,450","-350","2.97","11,500","11,450","2,130,730","24,666,840,200","12,250","12,500","11,050","500",원(KRW),"19,521,552","223,521,770,400",
128660,피제이메탈,"2,385","55","2.36","2,385","2,370","135,866","321,254,825","2,330","2,405","2,305","500",원(KRW),"24,803,369","59,156,035,065",
